ITEM_CODE,MODEL,ITEM_NAME,SPEC,UNIT
PHOE-3030213,3030213,3030213 Phoenix Contact Plug-in bridge FBS10-5,,PCS
PHOE-3030226,3030226,3030226 Phoenix Contact Plug-in bridge FBS 20-5,,PCS
PHOE-3030242,3030242,3030242 Phoenix Contact FBS 3-6 Plug-in Bridge,,PCS
PHOE-3030255,3030255,3030255 Phoenix Contact FBS 4-6 - Plug-in bridge,,PCS
PHOE-3030271,3030271,3030271 Phoenix Contact Plug-in bridge FBS 10-6,,PCS
PHOE-3030284,3030284,3030284 Phoenix Contact FBS 2-8 - Plug-in bridge,,PCS
PHOE-3030297,3030297,3030297 Phoenix Contact FBS 3-8 Plug-in Bridge,,PCS
PHOE-3030307,3030307,FBS 4-8 Phoenix Contact Plug-in bridge,,PCS
PHOE-3030310,3030310,3030310 Phoenix Contact FBS 5-8 - Plug-in bridge Red,,PCS
PHOE-3030323,3030323,3030323 Phoenix Contact FBS10-8 Plug-in bridge,,PCS
PHOE-3030336,3030336,3030336 Phoenix Contact Plug-in bridge FBS 2-6,,PCS
PHOE-3030349,3030349,3030349 Phoenix Contact Plug-in bridge FBS 5-6,,PCS
PHOE-3030365,3030365,3030365 Phoenix Contact Plug-in bridge FBS 20-6,,PCS
PHOE-3030417,3030417,3030417 Phoenix Contact End cover D-ST 2.5,,PCS
PHOE-3030420,3030420,3030420 Phoenix Contact End cover D-ST 4,,PCS
PHOE-3030433,3030433,3030433 Phoenix Contact End cover D-ST 6,,PCS
PHOE-3030488,3030488,3030488 Phoenix Contact End cover D-ST 2.5-TWIN,,PCS
PHOE-3030514,3030514,3030514 Phoenix Contact End cover D-ST 2.5-QUATTRO,,PCS
PHOE-3030527,3030527,3030527 Phoenix Contact D-ST 4-QUATTRO - End cover,,PCS
PHOE-3030721,3030721,3030721 Phoenix Contact Partition plate ATP-ST 4,,PCS
PHOE-3030747,3030747,3030747 Phoenix Contact Partition plate ATP-STTB 4,,PCS
PHOE-3031047,3031047,"3031047 Phoenix Contact ZPV 1,5/2,5 (8/1) - Potential distributors",,PCS
PHOE-3031050,3031050,"3031050 Phoenix Contact D-ZPV 1,5/2,5 (8/1) End cover",,PCS
PHOE-3031076,3031076,3031076 Phoenix Contact Feed-through terminal ST 1.5,,PCS
PHOE-3031212,3031212,3031212 Phoenix Contact Feed-through terminal ST 2.5,,PCS
PHOE-3031238,3031238,3031238 Phoenix Contact Spring cage ground terminal ST 2.5-PE,,PCS
PHOE-3031241,3031241,3031241 Phoenix Contact Feed-through terminal ST 2.5-TWIN,,PCS
PHOE-3031267,3031267,3031267 Phoenix Contact ST 2.5-TWIN-PE Ground Terminal,,PCS
PHOE-3031306,3031306,3031306 Phoenix Contact Feed-through terminal ST 2.5-QUATTRO,,PCS
PHOE-3031364,3031364,3031364 Phoenix Contact Feed-through terminal ST 4,,PCS
PHOE-3031380,3031380,3031380 Phoenix Contact Terminal ST 4-PE,,PCS
PHOE-3031458,3031458,3031458 Phoenix Contact ST 4-QUATTRO BU - Feed-through terminal,,PCS
PHOE-3031487,3031487,3031487 Phoenix Contact Feed-through terminal ST 6,,PCS
PHOE-3031500,3031500,3031500 Phoenix Contact Ground modular terminal ST 6-PE,,PCS
PHOE-3032224,3032224,3032224 Phoenix Contact FBS 50-6 - Plug-in bridge Red,,PCS
PHOE-3033716,3033716,FBSR 10-6 Phoenix Contact Plug-in bridge terminal,,PCS
PHOE-3034372,3034372,3034372 PHOENIX CONTACT AP 2-TU KS Cover Profile Carrier,,PCS
PHOE-3036042,3036042,3036042 Phoenix Contact Multi-level terminal ST 2.5-3L,,PCS
PHOE-3036071,3036071,3036071 Phoenix Contact Spring cage ground terminal ST 2.5-3PE,,PCS
PHOE-3036110,3036110,3036110 Phoenix Contact ST 10 - Feed-through terminal,,PCS
PHOE-3036149,3036149,3036149 Phoenix Contact Feed-through terminal ST 16,,PCS
PHOE-3036165,3036165,3036165 Phoenix Contact Spring cage ground terminal ST 16-PE,,PCS
PHOE-3036343,3036343,3036343 Phoenix Contact Knife-disconnect terminal ST 2.5-MT,,PCS
PHOE-3036369,3036369,3036369 Phoenix Contact Fuse modular Terminal ST 4-HESI,,PCS
PHOE-3036602,3036602,3036602 Phoenix Contact Cover segment DS-ST 2.5,,PCS
PHOE-3036644,3036644,3036644 Phoenix Contact D-ST 10 - End cover,,PCS
PHOE-3036657,3036657,3036657 Phoenix Contact End cover D-ST 16,,PCS
PHOE-3036660,3036660,3036660 Phoenix Contact End cover D-ST 2.5-3L,,PCS
PHOE-3036877,3036877,3036877 Phoenix Contact FBS 2-5 BU Plug-in bridge,,PCS
PHOE-3036903,3036903,3036903 Phoenix Contact FBS 5-5 BU Plug-in bridge,,PCS
PHOE-3036916,3036916,3036916 Phoenix Contact FBS 10-5 BU - Plug-in bridge,,PCS
PHOE-3037818,3037818,3037818 Phoenix Contact ST 2.5-MT BU - Knife-disconnect terminal,,PCS
PHOE-3038464,3038464,3038464 Phoenix Contact STTBS 2.5 - Double-level spring-cage terminal,,PCS
PHOE-3038930,3038930,3038930 Phoenix Contact FBS 50-5 - Plug-in bridge,,PCS
PHOE-3044076,3044076,3044076 Phoenix Contact Feed-through terminal - UT 2.5,,PCS
PHOE-3044089,3044089,3044089 Phoenix Contact Feed-through terminal UT 2.5 BU,,PCS
PHOE-3044092,3044092,3044092 Phoenix Contact Ground modular terminal UT 2.5-PE,,PCS
PHOE-3044102,3044102,3044102 Phoenix Contact Feed-through terminal UT 4,,PCS
PHOE-3044115,3044115,3044115 Phoenix Contact Terminal UT 4 BU,,PCS
PHOE-3044128,3044128,3044128 Phoenix Contact Ground modular terminal UT 4-PE,,PCS
PHOE-3044131,3044131,3044131 Phoenix Contact Feed-through terminal UT 6,,PCS
PHOE-3044157,3044157,3044157 Phoenix Contact Ground Terminal UT 6-PE,,PCS
PHOE-3044160,3044160,3044160 Phoenix Contact Feed-through terminal UT 10,,PCS
PHOE-3044173,3044173,3044173 Phoenix Contact UT 10-PE - Ground terminal,,PCS
PHOE-3044188,3044188,3044188 Phoenix Contact UT 10 BU - Feed-through terminal,,PCS
PHOE-3044199,3044199,3044199 Phoenix Contact Feed-through terminal UT 16,,PCS
PHOE-3044212,3044212,3044212 Phoenix Contact UT 16-PE - Ground terminal,,PCS
PHOE-3044225,3044225,3044225 Phoenix Contact Feed-through terminal UT 35,,PCS
PHOE-3044241,3044241,3044241 Phoenix Contact Ground modular terminal UT 35-PE,,PCS
PHOE-3044513,3044513,3044513 Phoenix Contact Terminal PT 2.5 TWIN,,PCS
PHOE-3044636,3044636,3044636 Phoenix Contact Double-level terminal UTTB 2.5,,PCS
PHOE-3044814,3044814,3044814 Phoenix Contact Double-level terminal UTTB 4,,PCS
PHOE-3046032,3046032,3046032 Phoenix Contact Fuse modular terminal UT 4-HESI (5X20),,PCS
PHOE-3046090,3046090,3046090 Phoenix Contact Fuse modular terminal UT 4-HESILED 24 (5X20),,PCS
PHOE-3046100,3046100,3046100 Phoenix Contact Fuse modular terminal UT 4-HESILA 250 (5X20),,PCS
PHOE-3046139,3046139,3046139 Phoenix Contact Knife-disconnect terminal UT 4-MT,,PCS
PHOE-3046171,3046171,3046171 Phoenix Contact Knife-disconnect terminal UT 4-MT-P/P,,PCS
PHOE-3046184,3046184,3046184 Phoenix Contact Feed-through terminal UT 4-MTD,,PCS
PHOE-3046362,3046362,3046362 Phoenix Contact Knife-disconnect terminal UT 2.5-MT,,PCS
PHOE-3046375,3046375,3046375 Phoenix Contact UT 2.5-MT-P/P - Knife-disconnect terminal,,PCS
PHOE-3046401,3046401,3046401 Phoenix Contact Fuse modular terminal UT 6-HESI (6.3X32),,PCS
PHOE-3046553,3046553,3046553 Phoenix Contact Knife-disconnect terminal UT 2.5-MT BU,,PCS
PHOE-3046566,3046566,3046566 Phoenix Contact UT 2.5-MT P/P BU - Knife-disconnect terminal,,PCS
PHOE-3047028,3047028,3047028 Phoenix Contact End cover D-UT 2.5/10,,PCS
PHOE-3047141,3047141,3047141 Phoenix Contact End cover D-UT 2.5/4-TWIN,,PCS
PHOE-3047167,3047167,3047167 Phoenix Contact Partition Plate ATP-UT,,PCS
PHOE-3047170,3047170,3047170 Phoenix Contact D-UT 2.5/4-QUATTRO - End cover,,PCS
PHOE-3047183,3047183,3047183 Phoenix Contact Partition plate ATP-UT-TWIN,,PCS
PHOE-3047206,3047206,3047206 Phoenix Contact End cover D-UT 16,,PCS
PHOE-3047293,3047293,3047293 Phoenix Contact End cover D-UTTB 2.5/4,,PCS
PHOE-3048386,3048386,3048386 Phoenix Contact UK 10.3-HESI N - Fuse modular terminal,,PCS
PHOE-3049026,3049026,RT 5 Phoenix Contact Bolt Connection Terminal Block,,PCS
PHOE-3059809,3059809,3059809 Phoenix Contact Cover D-TB 4/10,,PCS
PHOE-3059919,3059919,3059919 Phoenix Contact EndPlate D-TB 2.5 for TB2.5 I,,PCS
PHOE-3061363,3061363,3061363 Phoenix Contact FUSE 10.3X38 20A PV - Fuse,,PCS
PHOE-3064069,3064069,3064069 Phoenix Contact UT 6-MT - Knife-disconnect terminal,,PCS
PHOE-3074130,3074130,3074130 Phoenix Contact Feed-through terminal UK 35 N,,PCS
PHOE-3074143,3074143,3074143 USLKG 35 N Phoenix Contact Ground terminal,,PCS
PHOE-3104013,3104013,3104013 Phoenix Contact Knife-disconnect terminal MTK-P/P,,PCS
PHOE-3118135,3118135,3118135 Phoenix Contact Insertion bridge EBS 10-8,,PCS
PHOE-3118203,3118203,3118203 Phoenix Contact UK 6-FSI/C - Fuse modular terminal,,PCS
PHOE-3200030,3200030,3200030 Phoenix Contact AI1-8 RD Ferrule RED,,PCS
PHOE-3200043,3200043,3200043 Phoenix Contact AI 1.5 - 8 BK - Ferrule,,PCS
PHOE-3200182,3200182,3200182 Phoenix Contact Ferrule AI 1 -10 RD,,PCS
PHOE-3200195,3200195,3200195 Phoenix Contact Ferrule AI 1.5 -10 BK,,PCS
PHOE-3200506,3200506,"3200506 Phoenix Contact AI 0,5-12 WH - Ferrule",,PCS
PHOE-3200519,3200519,3200519 Phoenix Contact AI0.75-8GY-Ferrule (100 pcs/pack),,PCS
PHOE-3200674,3200674,3200674 Phoenix Contact AI1-12RD,,PCS
PHOE-3200807,3200807,3200807 Phoenix Contact AI-TWIN 2X 0.75- 8 GY - Ferrule,,PCS
PHOE-3200823,3200823,"3200823 Phoenix Contact AI-TWIN 2X 1,5 - 10 BK",,PCS
PHOE-3200849,3200849,3200849 Phoenix Contact AI0.75-12GY,,PCS
PHOE-3200959,3200959,3200959 Phoenix Contact AI4-12 GY Ferrule GRAY,,PCS
PHOE-3200962,3200962,3200962 Phoenix Contact AI2.5-12BU,,PCS
PHOE-3200988,3200988,3200988 Phoenix Contact AI-TWIN 2X 1 -10 RD,,PCS
PHOE-3201275,3201275,3201275 Phoenix Contact AI0.5-10WH,,PCS
PHOE-3201288,3201288,"3201288 Phoenix Contact AI 0.75-10 Ferrule, Gray (100 pcs/pack)",,PCS
PHOE-3201534,3201534,3201534 Phoenix Contact AI-TWIN 2X 1.5 -10 BK - Ferrule,,PCS
PHOE-3202533,3202533,3202533 Phoenix Contact AI2.5-10 BU Ferrule BLUE,,PCS
PHOE-3202892,3202892,3202892 Phoenix Contact AI 1.5 - 8 BK-GB-1000 - Ferrule,,PCS
PHOE-3208100,3208100,3208100 Phoenix Contact Feed-through terminal PT 1.5/S,,PCS
PHOE-3208139,3208139,3208139 Phoenix Contact Ground modular terminal PT 1.5/S-PE,,PCS
PHOE-3208142,3208142,3208142 Phoenix Contact End cover D-PT 1.5/S,,PCS
PHOE-3208155,3208155,3208155 Phoenix Contact Feed-through terminal PT 1.5/S-TWIN,,PCS
PHOE-3208184,3208184,3208184 Phoenix Contact End cover D-PT 1.5/S-TWIN,,PCS
PHOE-3208197,3208197,3208197 Phoenix Contact Feed-through terminal PT 1.5/S-QUATTRO,,PCS
PHOE-3208375,3208375,3208375 Phoenix Contact End cover D-PT 1.5/S-QUATTRO,,PCS
PHOE-3208977,3208977,3208977 Phoenix Contact Plug-in bridge terminal D-PT 4-TWIN,,PCS
PHOE-3209510,3209510,3209510 Phoenix Contact Feed-through terminal PT 2.5,,PCS
PHOE-3209523,3209523,3209523 Phoenix Contact Terminal PT 2.5 BU,,PCS
PHOE-3209536,3209536,3209536 Phoenix Contact Ground modular terminal PT 2.5-PE,,PCS
PHOE-3209549,3209549,3209549 Phoenix Contact Feed-through terminal PT 2.5-TWIN,,PCS
PHOE-3209565,3209565,"3209565 Phoenix Contact Protective conductor terminal block PT 2,5-TWIN-PE",,PCS
PHOE-3209578,3209578,3209578 Phoenix Contact Feed-through terminal PT 2.5-QUATTRO,,PCS
PHOE-3209594,3209594,3209594 Phoenix Contact PT 2.5-QUATTRO-PE - Ground terminal,,PCS
PHOE-3210156,3210156,3210156 Phoenix Contact Knife-disconnect terminal PT 2.5-MT,,PCS
PHOE-3210499,3210499,3210499 Phoenix Contact PT 2.5-3L - Multi-level terminal,,PCS
PHOE-3210567,3210567,3210567 Phoenix Contact Double-level terminal PTTB 2.5,,PCS
PHOE-3211003,3211003,3211003 Phoenix Contact D-PT 2.5-MT End cover,,PCS
PHOE-3211019,3211019,3211019 Phoenix Contact Feed-through terminal PT 2.5/S-QUATTRO,,PCS
PHOE-3211025,3211025,3211025 Phoenix Contact Ground modular terminal PT 2.5/S-QUATTRO-PE,,PCS
PHOE-3211236,3211236,3211236 Phoenix Contact UK 10.3-HESI 1000V - Fuse holder,,PCS
PHOE-3211508,3211508,3211508 Phoenix Contact D-PT6 Twin End Cover,,PCS
PHOE-3211634,3211634,3211634 Phoenix Contact End cover D-PTTB 2.5,,PCS
PHOE-3211647,3211647,3211647 Phoenix Contact D-PT 2.5-3L - End cover,,PCS
PHOE-3211757,3211757,3211757 Phoenix Contact Feed-through terminal PT 4,,PCS
PHOE-3211760,3211760,3211760 Phoenix Contact Terminal PT 4 BU,,PCS
PHOE-3211766,3211766,3211766 Phoenix Contact Ground modular terminal PT 4-PE,,PCS
PHOE-3211771,3211771,3211771 Phoenix Contact Plug-in bridge terminal PT 4 TWIN,,PCS
PHOE-3211786,3211786,3211786 PHOENIX CONTACT PTTB4 Double-level terminal block,,PCS
PHOE-3211797,3211797,3211797 Phoenix Contact PT 4-QUATTRO Feed-through terminal block,,PCS
PHOE-3211802,3211802,3211802 Phoenix Contact PT4-QUATTRO BU Feed-through terminal block,,PCS
PHOE-3211809,3211809,3211809 Phoenix Contact Terminal PT 4-QUATTRO-PE,,PCS
PHOE-3211813,3211813,3211813 Phoenix Contact Feed-through terminal PT 6,,PCS
PHOE-3211819,3211819,3211819 Phoenix Contact Terminal PT 6 BU,,PCS
PHOE-3211822,3211822,3211822 Phoenix Contact PT 6-PE - Ground terminal,,PCS
PHOE-3211861,3211861,3211861 Phoenix Contact Fuse modular terminal PT 4-HESI (5X20),,PCS
PHOE-3211903,3211903,3211903 Phoenix Contact Fuse modular terminal PT 4-HESILED 24 (5X20),,PCS
PHOE-3211907,3211907,3211907 Phoenix Contact Fuse modular terminal PT 4-HESILA 250 (5X20),,PCS
PHOE-3211929,3211929,3211929 Phoenix Contact PT6 Twin Terminal,,PCS
PHOE-3211933,3211933,3211933 Phoenix Contact Knife-disconnect terminal PT 4-MT,,PCS
PHOE-3212044,3212044,3212044 Phoenix Contact End cover D-PT 6,,PCS
PHOE-3212057,3212057,3212057 Phoenix Contact End cover D-PT 10,,PCS
PHOE-3212060,3212060,3212060 Phoenix Contact End cover D-PT 16 N,,PCS
PHOE-3212120,3212120,3212120 Phoenix Contact Feed-through terminal PT 10,,PCS
PHOE-3212131,3212131,3212131 Phoenix Contact Ground modular terminal PT 10-PE,,PCS
PHOE-3212138,3212138,3212138 Phoenix Contact Feed-through terminal PT 16 N,,PCS
PHOE-3212147,3212147,3212147 Phoenix Contact Ground modular terminal PT 16 N-PE,,PCS
PHOE-3213014,3213014,3213014 Phoenix Contact FBS 2-3.5 - Plug-in bridge,,PCS
PHOE-3213027,3213027,3213027 Phoenix Contact FBS 3-3.5 - Plug-in bridge,,PCS
PHOE-3213030,3213030,3213030 Phoenix Contact FBS 4-3.5 - Plug-in bridge,,PCS
PHOE-3213043,3213043,3213043 Phoenix Contact FBS 5-3.5 - Plug-in bridge,,PCS
PHOE-3213056,3213056,3213056 Phoenix Contact Plug-in bridge FBS 10-3.5,,PCS
PHOE-3213069,3213069,3213069 Phoenix Contact FBS 20-3.5 - Plug-in bridge Red,,PCS
PHOE-3213153,3213153,3213153 Phoenix Contact Plug-in bridge FBS 2-3.5 GY,,PCS
PHOE-3213183,3213183,3213183 Phoenix Contact Plug-in bridge FBS 5-3.5 GY,,PCS
PHOE-3213196,3213196,3213196 Phoenix Contact Plug-in bridge FBS 10-3.5 GY,,PCS
PHOE-3214259,3214259,3214259 Phoenix Contact terminal UT 2.5-3L,,PCS
PHOE-3214314,3214314,3214314 Phoenix Contact D-UT 2.5-3L - End cover,,PCS
PHOE-3214325,3214325,3214325 Phoenix Contact UT 4-L/HESI (5X20) - Fuse modular terminal,,PCS
PHOE-3214366,3214366,3214366 Phoenix Contact Fuse modular Terminal UT 4-L/HESILED 24,,PCS
PHOE-3240189,3240189,3240189 Phoenix Contact Cable duct CD 40X40,,PCS
PHOE-3240192,3240192,3240192 Phoenix Contact Cable duct CD 40X60,,PCS
PHOE-3240193,3240193,3240193 Phoenix Contact Cable duct CD 60X60,,PCS
PHOE-3240197,3240197,3240197 Phoenix Contact Cable duct CD 25X80,,PCS
PHOE-3240198,3240198,3240198 Phoenix Contact Cable duct CD 40X80,,PCS
PHOE-3240199,3240199,3240199 Phoenix Contact Cable duct CD 60X80,,PCS
PHOE-3240200,3240200,3240200 Phoenix Contact Cable duct CD 80X80,,PCS
PHOE-3240201,3240201,3240201 Phoenix Contact Cable duct CD 100X80,,PCS
PHOE-3240263,3240263,3240263 Phoenix Contact Cable duct CD 60X100,,PCS
PHOE-3240264,3240264,3240264 Phoenix Contact CD 80X100 - Cable duct,,PCS
PHOE-3240280,3240280,3240280 Phoenix Contact CD 30X60 - Cable duct,,PCS
PHOE-3240282,3240282,3240282 Phoenix Contact CD 30X80 - Cable duct,,PCS
PHOE-3240294,3240294,3240294 Phoenix Contact Cable duct CD 40X100,,PCS
PHOE-3240349,3240349,3240349 Phoenix Contact Cable duct CD-HF 40X60,,PCS
PHOE-3240359,3240359,3240359 Phoenix Contact Cable duct CD-HF 80X80,,PCS
PHOE-3241128,3241128,3241128 Phoenix Contact AI 0.25-10 YE - Ferrule,,PCS
PHOE-3241129,3241129,3241129 Phoenix Contact AI 0.34-10 TQ - Ferrule,,PCS
PHOE-3246311,3246311,3246311 Phoenix Contact Feed-through terminal TB 2.5 I,,PCS
PHOE-3246966,3246966,3246966 Phoenix Contact E/TB - End bracket,,PCS
PHOE-3248030,3248030,3248030 Phoenix Contact terminal MUT 2.5,,PCS
PHOE-3270158,3270158,3270158 PHOENIX PTRVB 4-FI/BK Potential distributors,,PCS
PHOE-3281116,3281116,3281116 Phoenix Contact Feed-through terminal BTP 3.5,,PCS
PHOE-3281121,3281121,3281121 Phoenix Contact End Cover D-BT 3.5,,PCS
